Name,Geburtsdatum,Geburtsort,Sterbedatum,Quelle,Sterbeort,Biografie,GND,Bild,,Biolex-Link
"ERICHSEN, Ernst",18.6.1899,Ahneby,20.10.1966,3;1974,Husum,"ERICHSEN, Ernst, geb. 18.6.1899 Ahneby, Krs Flensburg, gest. 20.10.1966 Husum; ev. – Lehrer (Studienrat), Historiker, Schriftsteller.",116538015,,,
"ERICHSEN, Johann Gottfried",,,4.11.1768,6;1982,Skien,"ERICHSEN, Johann Gottfried, geb. ca. 1713 Teutschendahl bei Halle a. d. Saale, Grafschaft Mansfeld, gest. 4.11.1768 Skien, Norwegen; vermutlich ev. – Arzt, Organisator d. Heide- u. Moorkolonisation in Jütland u. Schleswig.",1151666254,,,
"ERNST, Graf zu Holstein, Schaumburg und Sternberg, Herr zu Gemen (kurz: zu Holstein-Schaumburg, falsch: zu Schaumburg-Holstein), Fürst des Reiches (seit 1619/1621)",24.9.1569,Bückeburg,27.1.1622,12;2006,ebd.,"ERNST, Graf zu Holstein, Schaumburg und Sternberg, Herr zu Gemen (kurz: zu Holstein-Schaumburg, falsch: zu Schaumburg-Holstein), Fürst des Reiches (seit 1619/1621), geb. 24.9.1569 Bückeburg, gest. 27.1.1622 ebd., begr. Stadthagen, Mausoleum; ev.",119244292,,,
"ERNST GÜNTHER, Herzog von Schleswig-Holstein-Sonderburg-Augustenburg",14.10.1609,Beck b. Minden,18.1.1689,8;1987,Augustenburg,"ERNST GÜNTHER, Herzog von Schleswig-Holstein-Sonderburg-Augustenburg, geb. 14.10.1609 Beck b. Minden, gest. 18.1.1689 Augustenburg, begr. Sonderburg (Schloßkapelle); ev.",104230479,,,
"ERNST GÜNTHER, Herzog zu Schleswig-Holstein(-Sonderburg-Augustenburg)",11.8.1863,Dölzig,22.2.1921,8;1987,Primkenau,"ERNST GÜNTHER, Herzog zu Schleswig-Holstein(-Sonderburg-Augustenburg), geb. 11.8.1863 Dölzig, Kr. Sorau (Niederlausitz), gest. 22.2.1921 Primkenau, Kr. Sprottau (Niederschlesien); ev.",116968265,,,
"ERNST, Otto (eigentlich Otto Ernst Schmidt)",7.10.1862,Ottensen b. Hamburg,5.3.1926,8;1987,Groß-Flottbek,"ERNST, Otto (eigentlich Otto Ernst Schmidt), geb. 7.10.1862 Ottensen b. Hamburg, gest. 5.3.1926 Groß-Flottbek; ev. – Lehrer, Schriftsteller.",118682342,,,
ESMARCH-FAMILIE,,,,7;1985,,"ESMARCH-FAMILIE. Die weitverzweigte Pastoren- und Beamtenfamilie E. stammt aus dem Herzogtum Schleswig und ist bis in das späte 17. Jh. ausschließlich dort ansässig; erst seitdem breitet sie sich auch nach Holstein und nach Kopenhagen aus. Sie ist bäuerlichen Ursprungs und läßt sich auf einen Peter Petersen zurückführen, der 1420 das spätere Gut Haistruphof (Hajstrupgård) im Amt Tondern besaß. Dessen zweiter Sohn Niß Petersen kaufte sich in dem Dorf Esmark, Ksp. Satrup, in der Landschaft Angeln an, nach dem sich die Familienmitglieder seit dem späten 16. Jh. zu nennen begannen. Niß Petersens Enkel Claus Petersen (um 1520–1608) hatte fünf Söhne, von denen die beiden ältesten den Bauernstand verließen. Der zweite, Claus E. (1569– 1610), war zunächst Kopist bei dem herzoglichen Amtschreiber Wolf Kalund in Apenrade, heiratete dessen Tochter und wurde von 1603 bis 1605 sein Nachfolger. Dann trat er in den Kaufmannsstand über, in dem er es bis zum Ratsherrn und Bürgermeister von Apenrade brachte. Nachdem er 1610 einem Mordanschlag zum Opfer gefallen war, wurden seine Schwiegereltern als Anstifter hingerichtet und seine Frau als Mitwisserin des Landes verwiesen.",139764127,,,
"ESMARCH, Christian Hieronymus",6.12.1752,Böel,17.5.1820,7;1985,Rendsburg,"ESMARCH, Christian Hieronymus, geb. 6.12.1752 Böel, Angeln, gest. 17.5.1820 Rendsburg; ev. – Zollverwalter.",116574038,,,
"ESMARCH, Johann Philipp Ernst",8.7.1794,Holtenau b. Kiel,2.2.1875,7;1985,Segeberg,"ESMARCH, Johann Philipp Ernst, geb. 8.7.1794 Holtenau b. Kiel, gest. 2.2.1875 Segeberg; ev. – Jurist, Bürgermeister von Segeberg.",118685465,,,
"ESMARCH, Johann Friedrich August (seit 1887: von)",9.1.1823,Tönning,,7;1985,,"ESMARCH, Johann Friedrich August (seit 1887: von), geb. 9.1.1823 Tönning, gest. 23.2.1908 Kiel; ev. – Chirurg.",118531131,,,
"ESMARCH, Heinrich Carl",4.9.1792,Holtenau b. Kiel,15.4.1863,7;1985,Frankfurt/Oder,"ESMARCH, Heinrich Carl, geb. 4.9.1792 Holtenau b. Kiel, gest. 15.4.1863 Frankfurt/Oder; ev. – Jurist, Politiker.",116574208,,,
"ESMARCH, Karl Bernhard Hieronymus (Ps.: Karl von Alsen)",3.12.1824,Sonderburg,21.1.1887,7;1985,Prag,"ESMARCH, Karl Bernhard Hieronymus (Ps.: Karl von Alsen), geb. 3.12.1824 Sonderburg, gest. 21.1.1887 Prag; ev. – Jurist, Dichter.",116299509,,,
"ESMARCH, Nicolaus Ludwig",1.4.1654,Klixbüll,6.5.1719,7;1985,Herzhorn,"ESMARCH, Nicolaus Ludwig, geb. 1.4.1654 Klixbüll, Kr. Nordfriesland, gest. 6.5.1719 Herzhorn, Kr. Steinburg; ev. – Pastor, Dichter.",122268873,,,
"EWALD, Johann (seit 1790: von)",30.3.1744,Kassel,25.6.1813,11;2000,bei Kiel,"EWALD, Johann (seit 1790: von), geb. 30.3.1744 Kassel, gest. 25.6.1813 bei Kiel; ev. – Offizier, Militärtheoretiker.",118682865,,,
"EWERS, Hartwig Peter Friedrich",21.9.1828,Lübeck,15.12.1913,11;2000,ebd.,"EWERS, Hartwig Peter Friedrich, geb. 21.9.1828 Lübeck, gest. 15.12.1913 ebd.; ev. – Kaufmann, Industrieller.",1160738475,,,
"EWERS, Eduard Friedrich",4.12.1862,Lübeck,7.2.1936,11;2000,ebd.,"EWERS, Eduard Friedrich, geb. 4.12.1862 Lübeck, gest. 7.2.1936 ebd.; ev. – Kaufmann, Senator.",1148923217,,,
"EWERS, Hans",5.4.1887,Lübeck,29.12.1968,11;2000,ebd.,"EWERS, Hans, geb. 5.4.1887 Lübeck, gest. 29.12.1968 ebd.; ev. – Rechtsanwalt, Politiker.",102993634X,,,
"EWERS, Ludwig",29.10.1870,Lübeck,24.1.1946,11;2000,Hamburg,"EWERS, Ludwig, geb. 29.10.1870 Lübeck, gest. 24.1.1946 Hamburg; ev. – Journalist, Schriftsteller.",116618213,,,
"EYBENSCHÜTZ (auch Eibenschütz, Eibeschütz), Jonathan",,,,5;1979,,"EYBENSCHÜTZ (auch Eibenschütz, Eibeschütz), Jonathan, geb. etwa 1690/95 Krakau oder Pinczow (Polen), gest. 18. 9. 1764 Altona; jüd. – Gerichtsvorsitzender u. Oberrabbiner, Jurist.",123480876,,,
"FABRICIUS, Jacob d. Ä.",30.1.1560,Tondern,5.11.1640,2;1971,Schleswig,"FABRICIUS, Jacob d. Ä., geb. 30.1.1560 Tondern, gest. 5.11.1640 Schleswig; luth. – Hofprediger auf Gottorf, Generalsuperintendent.",119667894,,,
"FABRICIUS, Jacob d. J.",24.6.1588,Tondern lt. Autobiographie seines Vaters,24.4.1645,2;1971,Schleswig,"FABRICIUS, Jacob d. J., geb. 24.6.1588 Tondern lt. Autobiographie seines Vaters, nicht Schleswig, wie bisher allgemein angegeben, gest. 24.4.1645 Schleswig; luth. – Hofprediger auf Gottorf, Generalsuperintendent.",121356574,,,
"FABRICIUS, Johann Christian",7.1.1745,Tondern,3.3.1808,2;1971,Kiel,"FABRICIUS, Johann Christian, geb. 7.1.1745 Tondern, gest. 3.3.1808 Kiel; ev. – Zoologe, Prof. d. Naturgeschichte, Oekonomie, Cameralwissenschaften.",115636978,,,
Anna Cäcilie FABRICIUS,,,,2;1971,,"Anna Cäcilie FABRICIUS, geb. Ambrosius war Schriftstellerin und Übersetzerin. 1802 erschien von ihr das Trauerspiel „Heinrich der vielgeliebte oder die Würde des Protestanten“. Besonders hervorzuheben ist ihr Briefwechsel mit Klopstock. Seine Briefe voller Empfindung, die er vom 29.8.1767 bis zum 20.10.1770 von Kopenhagen aus an sie schrieb, wurden 1816 in den Kieler Blättern von Karl Friedrich Heinrich, Professor der philosophischen Fak. an der Kieler Univ., veröffentlicht, ohne daß die Empfängerin genannt war; 1867 wurden sie zum zweitenmal von Lappenberg und Weiland in den Briefen von und an Klopstock herausgegeben. In ihrem Testament setzte A. C. F. der Kieler Universitätsbibliothek ein Legat von jährlich 240 Talern aus. Henrik Steffens schildert in seinen Lebenserinnerungen die Begegnung mit der geistreichen Frau, die sich beim König von Preußen vergeblich für den gefangenen Lafayette verwandt hatte.",116299487,,,
"FABRICIUS (Schmidt), Petrus",,,,13;2011,,"FABRICIUS (Schmidt), Petrus, geb. vermutlich 1587 Tondern, gest. 9. 8. 1650 Warnitz (Varnæs) b. Apenrade (Aabenraa) oder 1651 Apenrade; ev. – Pastor.",118900250,,,
"FABRICIUS, Werner",10.4.1633,Itzehoe,9.1.1679,13;2011,Leipzig,"FABRICIUS, Werner, geb. 10.4.1633 Itzehoe, gest. 9.1.1679 Leipzig; ev. – Organist, Komponist.",128518707,,,
"FACK, Marx Wilhelm",4.11.1823,Delve,27.5.1911,4;1976,Kiel,"FACK, Marx Wilhelm, geb. 4.11.1823 Delve, Kr. Dithmarschen, gest. 27.5.1911 Kiel; ev. – Gymnasiallehrer, Naturforscher.",13081735X,,,
"FALKE, Gustav",11.1.1853,Lübeck,8.2.1916,13;2011,Großborstel b. Hamburg,"FALKE, Gustav, geb. 11.1.1853 Lübeck, gest. 8.2.1916 Großborstel b. Hamburg; ev. – Buchhändler, Klavierlehrer, Schriftsteller.",118685929,,,
"FEDDERSEN, Berend Wilhelm",26.3.1832,Schleswig,1.7.1918,3;1974,Leipzig,"FEDDERSEN, Berend Wilhelm, geb. 26.3.1832 Schleswig, gest. 1.7.1918 Leipzig; ev. – Physiker, Privatgelehrter.",11642589X,,,
"FEDDERSEN, Hans Peter d. Ältere",9.1.1788,Westerschnatebüll,23.9.1860,1;1970,ebd.,"FEDDERSEN, Hans Peter d. Ältere, geb. 9.1.1788 Westerschnatebüll, Südtondern, gest. 23.9.1860 ebd., begr. Stedesand; ev. – Landwirt, Porträtzeichner.",11884430X,,,
"FEDDERSEN, Hans Peter d. Jüngere",29.5.1848,Westerschnatebüll,13.12.1941,1;1970,im Kleiseerkoog bei Niebüll,"FEDDERSEN, Hans Peter d. Jüngere, geb. 29.5.1848 Westerschnatebüll, Südtondern, gest. 13.12.1941 im Kleiseerkoog bei Niebüll; ev. – freischaffender Künstler (Maler).",118686348,,,
"FEDDERSEN, Peter",19.2.1802,Husum,20.1.1896,3;1974,Kiel,"FEDDERSEN, Peter, geb. 19.2.1802 Husum, gest. 20.1.1896 Kiel; ev. – Landwirt, Politiker.",,,,
FEHLING-FAMILIE,,,1618,6;1982,,FEHLING-FAMILIE. Der Name der in Lübeck ansässigen Familie deutet auf eine Einwanderung aus Westfalen hin. 1597 wird in den Wochenbüchern des Doms zu Lübeck ein Stecknitzfahrer Asmus Westfehlingk (gest. 1618) erwähnt. Die Schreibweise der weitverzweigten Sippe ist,,,,
"FEHLING, Emil Ferdinand",3.8.1847,Lübeck,3.8.1927,6;1982,ebd.,"FEHLING, Emil Ferdinand, geb. 3.8.1847 Lübeck, gest. 3.8.1927 ebd.; ev. – Bürgermeister d. Freien und Hansestadt Lübeck.",116451408,,,
"FEHLING, Hermann Christian von (württembergischer Personaladel 1854)",9.6.1811,(nicht 1812,1.7.1885,6;1982,Stuttgart,"FEHLING, Hermann Christian von (württembergischer Personaladel 1854), geb. 9.6.1811 (nicht 1812) Lübeck, gest. 1.7.1885 Stuttgart; ev. – Chemiker.",116427590,,,
"FEHLING, Hermann Wilhelm",23.4.1842,Lübeck,7.12.1907,6;1982,ebd.,"FEHLING, Hermann Wilhelm, geb. 23.4.1842 Lübeck, gest. 7.12.1907 ebd.; ev. – Kaufmann u. Präses d. Handelskammer zu Lübeck.",133254488,,,
"FEHLING, Johannes (Hans)",18.11.1835,(nicht 8.11.1833) Lübeck,19.11.1893,6;1982,ebd.,"FEHLING, Johannes (Hans), geb. 18.11.1835 (nicht 8.11.1833) Lübeck, gest. 19.11.1893 ebd.; ev. – Kaufmann u. Senator d. Freien und Hansestadt Lübeck.",135965063,,,
"FEHLING, Jürgen Karl Geibel",1.3.1885,Lübeck,14.6.1968,6;1982,Hamburg,"FEHLING, Jürgen Karl Geibel, geb. 1.3.1885 Lübeck, gest. 14.6.1968 Hamburg; ev. – Theaterregisseur.",118799975,,,
"FEHLING, August Wilhelm",17.3.1896,Hamburg,11.9.1964,4;1976,Klappholttal auf Sylt,"FEHLING, August Wilhelm, geb. 17.3.1896 Hamburg, gest. 11.9.1964 Klappholttal auf Sylt; ev. – Kurator d. Univ. Kiel, Ministerialrat als Leiter der Abt. Wissenschaft im Kultusministerium.",116427582,,,
"FEHR, Conrad Heinrich Frantz",19.11.1854,Toftlund,,8;1987,,"FEHR, Conrad Heinrich Frantz, geb. 19.11.1854 Toftlund, Nordschleswig, gest. 22.6.1933 Berlin-Friedenau; ev. – Maler.",116433914,,,
"FEHRS, Johann Hinrich",10.4.1838,Mühlenbarbek b. Kellinghusen,17.8.1916,3;1974,Itzehoe,"FEHRS, Johann Hinrich, geb. 10.4.1838 Mühlenbarbek b. Kellinghusen, gest. 17.8.1916 Itzehoe; ev.– Dichter, Erzieher.",118532235,,,
"FEODORA, Prinzessin zu Schleswig-Holstein (Ps.: F. Hugin)",3.7.1874,Primkenau,21.6.1910,8;1987,Obersasbach b. Achem (Schwarzwald),"FEODORA, Prinzessin zu Schleswig-Holstein (Ps.: F. Hugin), geb. 3.7.1874 Primkenau, Kr. Sprottau (Niederschlesien), gest. 21.6.1910 Obersasbach b. Achem (Schwarzwald), begr. Primkenau; ev. – Schriftstellerin.",1018855998,,,
"FEYERABEND, Kurt Gustav Eduard",5.11.1885,Danzig,19.1.1939,3;1974,Berlin,"FEYERABEND, Kurt Gustav Eduard, geb. 5.11.1885 Danzig, gest. 19.1.1939 Berlin; ev. – Architekt, Regierungs- u. Baurat.",,,,
"FICK, H(e)inrich Claus (von)",,,,6;1982,,"FICK, H(e)inrich Claus (von), get. 3.11.1678 (nicht 1679) Hamburg-St. Georg, gest. 28.6.1750 Schloß Oberpahlen, Livland; ev. – Bürgermeister in Eckernförde, Verwaltungsreformer in Rußland.",135982960,,,
"FIDUS, eigentlich Höppener, Reinhold Karl Johann Hugo",8.10.1868,Lübeck,,10;1994,,"FIDUS, eigentlich Höppener, Reinhold Karl Johann Hugo, geb. 8.10.1868 Lübeck, gest. 23.2.1948 Woltersdorf b. Berlin; ev. – Zeichner.",118687077,,,
"FINCKE, Thomas",6.1.1561,Flensburg,24.4.1656,5;1979,Kopenhagen,"FINCKE, Thomas, geb. 6.1.1561 Flensburg, gest. 24.4.1656 Kopenhagen; ev. – Arzt, Mathematiker.",116514272,,,
"FINDORFF, Jürgen Christian",22.2.1720,Lauenburg a. d. Elbe,31.7.1792,3;1974,Mehedorf b. Bremervörde,"FINDORFF, Jürgen Christian, geb. 22.2.1720 Lauenburg a. d. Elbe, gest. 31.7.1792 Mehedorf b. Bremervörde, begr. Iselersheim; ev. – Moorkolonisator u. Baumeister.",118687263,,,
"FISCHER, Albert Wilhelm",10.8.1892,Berlin-Steglitz,10.8.1969,2;1971,Kiel,"FISCHER, Albert Wilhelm, geb. 10.8.1892 Berlin-Steglitz, gest. 10.8.1969 Kiel; ev. – Prof. d. Chirurgie.",105756687,,,
"FISCHER, Frederik",7.2.1809,Apenrade,4.6.1871,2;1971,ebd.,"FISCHER, Frederik, geb. 7.2.1809 Apenrade, gest. 4.6.1871 ebd. ev. – Uhrmacher, Redakteur.",1218606592,,,
"FISCHER, Johann (Ps. Christianus Alethophilus)",,,17.5.1705,11;2000,Magdeburg (?),"FISCHER, Johann (Ps. Christianus Alethophilus), get. 15.12.1636 (nicht 1633) Lübeck, gest. 17.5.1705 Magdeburg (?); ev. – Theologe, Generalsuperintendent.",117509280,,,
"FISCHER, Johann Leonhard",19.5.1760,Kulmbach,8.3.1833,4;1976,Kiel. – Anatom,"FISCHER, Johann Leonhard, geb. 19.5.1760 Kulmbach, gest. 8.3.1833 Kiel. – Anatom, Chirurg, Univ.-Prof. Kiel.",140962948,,,
"FISCHER, Otto Karl Franz",8.9.1900,Kleeberg,7.6.1959,4;1976,Berlin-Steglitz,"FISCHER, Otto Karl Franz, geb. 8.9.1900 Kleeberg, Kr. Arnswalde, gest. 7.6.1959 Berlin-Steglitz; ev. – Regierungs- u. Baurat, Dr.-Ing.",1139512749,,,
"FISCHER-BENZON, Rudolf Jacob Dietrich von",2.2.1839,Westermühlen,,2;1971,,"FISCHER-BENZON, Rudolf Jacob Dietrich von, geb. 2.2.1839 Westermühlen, gest. 18.7.1911 Wyk auf Föhr, begr. Kiel, Eichhof. ev. – Landesbibliothekar.",116584033,,,
"FLEMMING, Walther",21.4.1843,Sachsenberg b. Schwerin,4.8.1905,4;1976,Kiel,"FLEMMING, Walther, geb. 21.4.1843 Sachsenberg b. Schwerin, gest. 4.8.1905 Kiel; ev. – Prof. d. Medizin, Anatom, Zellforscher.",118691732,,,
"FLEMING, Paul",5.10.1609,Hartenstein,2.4.1640,3;1974,Hamburg,"FLEMING, Paul, geb. 5.10.1609 Hartenstein, Vogtland, gest. 2.4.1640 Hamburg; ev. – Dichter.",118533908,,,
"FLÖGEL, Johann Heinrich Ludwig",10.6.1834,Glückstadt,25.1.1918,2;1971,Ahrensburg,"FLÖGEL, Johann Heinrich Ludwig, geb. 10.6.1834 Glückstadt, gest. 25.1.1918 Ahrensburg; ev. – Kirchspielvogt, Naturforscher.",1073901769,,,
"FLOR, Christian",1626,Neukirchen b. Oldenburg/Holstein (nicht b. Eutin),,7;1985,,"FLOR, Christian, geb. 1626 Neukirchen b. Oldenburg/Holstein (nicht b. Eutin), gest. 28.9.1697 Neukirchen b. Eutin (nicht b. Oldenburg, nicht in Lüneburg); ev. – Organist, Komponist.",119542269,,,
"FOCK, Friedrich Otto Heinrich",29.4.1819,auf Gut Schwarbe auf Rügen,24.10.1872,3;1974,Stralsund,"FOCK, Friedrich Otto Heinrich, geb. 29.4.1819 auf Gut Schwarbe auf Rügen, Halbinsel Wittow, gest. 24.10.1872 Stralsund; ev. – Privatdozent Univ. Kiel, Journalist.",116633352,,,
"FÖRSTER, Johann Christian",,,,3;1974,,"FÖRSTER, Johann Christian, get. 22.4.1705 Kiel, gest. nach 1762 St. Petersburg (?); ev. – Architekt, Bauinspektor, Offizier.",,,,
"FÖRTSCH, Johann Philipp",,,14.12.1732,1;1970,Eutin,"FÖRTSCH, Johann Philipp, get. 14.5.1652 Wertheim (Main), gest. 14.12.1732 Eutin, begr. 26.1.1733 Stadtkirche Eutin; ev. – Arzt, Musiker, Politiker.",118692070,,,
"FONNE (Funne), Tönnies (Thomas)",,,,7;1985,,"FONNE (Funne), Tönnies (Thomas), geb. nach 1586 Lübeck (?), gest. nach 1627; ev. – Kaufgeselle, wahrscheinlich Verfasser eines niederdeutschen Handbuchs des Russischen.",118838121,,,
FORCHHAMMER-FAMILIE,9.6.1683,Kiel,31.3.1740,,Hattstedt b. Husum,"FORCHHAMMER-FAMILIE. Das Akademiker-Geschlecht Forchhammer stammt vermutlich aus Franken. Der Goldschmied Sebald F., seit 1640 Kieler Bürger, wurde am 12.3.1644 ermordet. Sein Sohn Sebald F., geb. um 1642 Kiel, begr. 1.2.1722 ebd., war Schneidermeister und seit 1694 Stadtverordneter und Mitglied des Sechzehner-Kollegiums. Dessen Sohn Christoph Wilhelm F., geb. 9.6.1683 Kiel, gest. 31.3.1740 Hattstedt b. Husum, studierte in Kiel und Jena und erhielt 1712 die Pfarrstelle in Hattstedt. Er war mit einer Tochter des Husumer Apothekers Thomas Zimmermann d. J. verheiratet. Ein Sohn des Hattstedter Pastors, Thomas F. (1726–1771), studierte in Halle und wurde Pastor in Rabenkirchen. Mit seinen Söhnen Christoph Gottlieb Leberecht und Johann Ludolph teilte sich die Linie.",,,,
Christoph Gottlieb Leberecht FORCHHAMMER,6.2.1762 23.7.1775,Rabenkirchen,19.9.1824,,Tyrstrup b. Hadersleben,"Christoph Gottlieb Leberecht FORCHHAMMER, geb. 6.2.1762 Rabenkirchen, gest. 19.9.1824 Tyrstrup b. Hadersleben, studierte Theologie in Kiel, wurde 1788 Subrektor und 1791 Konrektor an der Gelehrtenschule in Husum, 1797 Pastor in Schottburg (Skodborg) b. Kolding und 1804 dsgl. in Tyrstrup. Er veröffentlichte einige kirchenrechtliche und -historische Beiträge, u. a. über den Kirchenzehnten in der Propstei Hadersleben (Schleswig-Holsteinische Bll. f. Polizei u. Kultur, 4. St., 1799, S. 281–304; 6. St., 1800, S. 86–126; 8. St., 1800, S. 299–331; PB, Jg. 13, H. 3, 1824, S. 39– 60). Seine Frau Catharina Elisabeth geb. Sternhagen, geb. 23.7.1775 Schleswig, gest. 5.2.1823 Tyrstrup, war eine Tochter des Kaufmanns Otto Detlef Sternhagen (1736–1800) und eine Enkelin des aus Mecklenburg stammenden Eckernförder Pastors Martin Friedrich Sternhagen (1687– 1738).",,,,
Johann Heinrich FORCHHAMMER,20.8.1801 29.11.1801 14.12.1831,Schottburg,13.9.1856 28.2.1867 6.4.1891,,Flintbek,"Johann Heinrich FORCHHAMMER, geb. 20.8.1801 Schottburg, gest. 13.9.1856 Flintbek, einer der Söhne Christoph Gottlieb Leberecht F.s, studierte Theologie in Kiel, wurde 1823 Erzieher der Kinder des Herzogs Wilhelm zu Schleswig-Holstein-Sonderburg-Beck (seit 1825: Glücksburg jüngere Linie) auf den Schlössern Gottorf und Louisenlund, also auch Erzieher des späteren Königs Christian IX., und 1833 Pastor in Flintbek. Er galt als ein guter Erweckungsprediger, ließ 1848 eine Kranken- und Sterbekasse für die Tagelöhner seiner Gemeinde einrichten, setzte durch, daß kern Mädchen konfirmiert werden konnte, ohne ein Zeugnis über ausreichende hausfrauliche Fähigkeiten erworben zu haben und sorgte für einen geregelten Schulbesuch. Er war verheiratet mit Sophia Catharina geb. Sörensen, geb. 29.11.1801 Hadersleben, gest. 28.2.1867 Flintbek, Tochter des Haderslebener Bürgermeisters Niels Sörensen (1762–1813). Von den Kindern wurde Wilhelm Christian F., geb. 14.12.1831 Schleswig, gest. 6.4.1891 Baden-Baden, 1864 Landvogt des Landvogteibezirks Föhr und Amtsrichter in Wyk a. Föhr und 1882 Amtsgerichtsrat in Heide.",,,,
Thomas Otto FORCHHAMMER,15.12.1811 27.12.1814 1.5.1824,Tyrstrup,20.6.1859 25.11.1891,,Felsberg b,"Thomas Otto FORCHHAMMER, geb. 15.12.1811 Tyrstrup, ein Bruder Johann Heinrich E.s, kam als Kaufmann nach Rußland, war in Moskau Mitgründer der russisch-evangelischen Bibelgesellschaft, wirkte viele Jahre als Wandermissionar im Zarenreich, wurde schließlich Leiter der Bibelgesellschaft in Moskau und starb dort im Frühjahr 1898. Sein Bruder Christian Gottlieb FORCHHAMMER, geb. 27.12.1814 Tyrstrup, gest. 20.6.1859 Felsberg b. Chur (Schweiz), studierte seit 1836 in Basel, wurde 1841 Vikar in Sulgen (Kanton Thurgau), und war seit 1843 Pastor in mehreren Orten Graubündens; 1845 wurde er Mitglied der hündischen Synode. Er war verheiratet mit Elisabeth geb. Schlegel, geb. 1.5.1824 Küttingen (Kanton Aargau), gest. 25.11.1891 Trimmis b. Chur. Von den Kindern dieses Paares sind zu nennen: Theophil Traugott F. (1847–1923), Kirchen- und Schulmusiker in Wismar seit 1871, in Quedlinburg seit 1873 und in Magdeburg (Domorganist) von 1886 bis 1918, Prof.; Emilia F. (1850–1912), Kunstmalerin; Dr. phil. Emanuel F. (1851–1890), Arzt in den USA, später Sprachwissenschaftler, seit 1877 Prof. für Palisprachen an der Univ. Rangun (Birma).",,,,
Johann Ludolph FORCHHAMMER,10.8.1792,Husum,30.1.1827,,Flensburg,"Johann Ludolph FORCHHAMMER, ein anderer Sohn des Rabenkirchener Pastors Thomas F., war Lehrer in Husum und Tondern. Sein ältester Sohn Thomas F. (nicht Thomas Otto), geb. 10.8.1792 Husum, gest. 30.1.1827 Flensburg, studierte Medizin in Kiel und Berlin (Dr. med. Berlin 1819) und Heß sich 1819 als Arzt in Flensburg nieder. Dort heiratete er 1823 Maria Margaretha Wilhelmine Vicary, Tochter eines Altonaer Kaufmanns. Die Nachkommen leben noch in Kopenhagen. Dr. med. Thomas F. veröffentlichte die „Sammlung alter Gesetze und Verfügungen, welche das Medicinalwesen in den Herzogthümern Schleswig und Holstein betreffen“ (Altona 1824). Außerdem botanisierte er und lieferte Beiträge zur „Flora Danica“ und zu „Novitiae florae Holsaticae“.",,,,
Johann Georg FORCHHAMMER,1890 1903 1906 1906,,,,,"Johann Georg FORCHHAMMER, der zweite Sohn Johann Ludolph F.s, war Universitätsprof. In Kopenhagen. Von seinen Nachkommen sind zu erwähnen: Dr. phil Johannes Nicolai Georg F. (1827–1909), Rektor der Gelehrten Schule in Herlufsholm b. Næstved; Dr. phil. Johannes Georg F. (1861–1938), Direktor der Taubstummenanstalten in Nyborg und Fredericia; Henriette (Henni) F. (1863– 1955), Sprachlehrerin und Frauenrechtlerin in Kopenhagen; Holger F. (1866–1946), Arzt in Kopenhagen, bekannter Strahlentherapeutiker; Ejnar F. (1868–1928), Kammersänger und Musikschriftsteller, lebte in Deutschland; Dr. phil. Jörgen F., (1873–1963), Prof., Stimmund Sprechphysiologe an der Univ. München; Herluf F., (1875–1958), bekannter dänischer Ingenieur; Viggo F., (1876–1967), Lektor für Gesang- und Stimmbildung an der Univ. Kopenhagen; Olaf F. (1881–1964), Ingenieur, Stadtplaner und politischer Schriftsteller in Kopenhagen; Eiler F., geb. 1890, Direktor der Taubstummenanstalten in Nyborg und Fredericia; Bjarne F., geb. 1903, dänischer Schauspieler, Intendant und Theaterdir.; Dr. phil. Egil F., geb. 1906, Lektor für Stimm- u. Gesangtheorie an der Univ. Kopenhagen; Sigurd F., geb. 1906, dänischer Bildhauer.",116661658,,,
